Strain,Condition,Volume,Dilution_1,Dilution_2,Colonies_1A,Colonies_1B,Colonies_2A,Colonies_2B,Titre
DG060,LB,0.1,1e-06,1e-05,42,42,303,303,313636363.6363636
DG061,LB,0.1,1e-06,1e-05,32,32,339,339,337272727.2727272
DG062,LB,0.1,1e-06,1e-05,36,36,243,243,253636363.6363636
DG060,Kan,0.1,0.1,1.0,20,20,171,171,1736.363636363636
DG061,Kan,0.1,0.1,1.0,46,46,269,269,2863.636363636363
DG062,Kan,0.1,10e-2,10e-1,30,30,284,284,2854.545454545454
