Strain,Condition,Volume,Dilution_1,Dilution_2,Colonies_1A,Colonies_1B,Colonies_2A,Colonies_2B,Titre
DG060,LB,0.1,1.00E-06,1.00E-05,24,24,351,351,340909090.9
DG061,LB,0.1,1.00E-06,1.00E-05,31,31,319,319,318181818.2
DG062,LB,0.1,1.00E-06,1.00E-05,46,46,305,305,319090909.1
DG060,Kan,0.1,0.1,1,31,31,233,233,2400
DG061,Kan,0.1,0.1,1,55,55,464,464,4718.181818
DG062,Kan,0.1,0.1,1,54,54,391,391,4045.454545
