Unnamed: 0,Cultures,Total_cells,Mutant_cells,Rate_u,Rate_m,Sigma,Sigma_m,m_n,Sigma_n,csv_file
0.0,7.0,1272727272.7272725,10818.18181818182,8.500000006678575e-06,7.0,7.0,7.0,7.0,7.0,
1.0,,,,,,,,,,C:/Users/Danie/Documents/GitHub/Python/Viable Titre/mutationrate12-09.csv
,,,,,,,,,,C:/Users/Danie/Documents/GitHub/Python/Viable Titre/mutationrate12-09.csv
,,,,,,,,,,C:/Users/Danie/Documents/GitHub/Python/Viable Titre/mutationrate12-09.csv
