Strain,Condition,Volume,Dilution_1,Dilution_2,Colonies_1A,Colonies_1B,Colonies_2A,Colonies_2B,Titre
DG060,LB,0.1,1e-06,1e-05,29,29,240,240,244545454.54545447
DG061,LB,0.1,1e-06,1e-05,36,36,129,129,149999999.99999997
DG062,LB,0.1,1e-06,1e-05,32,32,218,218,227272727.2727272
DG060,Kan,0.1,0.1,1.0,16,16,123,123,1263.6363636363635
DG061,Kan,0.1,0.1,1.0,48,48,366,366,3763.636363636363
DG062,Kan,0.1,10e-2,10e-1,21,21,232,232,2299.9999999999995
